,POS,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,year
276,61,Adam MilneMI,4,4,14,131,3,2/21,43.66,9.35,28.00,0,0,2021
277,62,Tim SoutheeKKR,3,3,12,95,3,3/24,31.66,7.91,24.00,0,0,2021
278,63,Vijay ShankarSRH,7,5,11,100,3,2/19,33.33,9.09,22.00,0,0,2021
279,64,Jhye RichardsonPBKS,3,3,11,117,3,2/41,39.00,10.63,22.00,0,0,2021
280,65,Glenn MaxwellRCB,15,6,16,135,3,2/15,45.00,8.43,32.00,0,0,2021
281,66,George GartonRCB,5,5,15,135,3,1/27,45.00,9.00,30.00,0,0,2021
282,67,T NatarajanSRH,2,2,8,69,2,2/24,34.50,8.62,24.00,0,0,2021
283,68,Jayant YadavMI,5,5,17,130,2,1/23,65.00,7.64,51.00,0,0,2021
284,69,Imran TahirCSK,1,1,4,16,2,4/12,8.00,4.00,12.00,0,0,2021
285,70,Umran MalikSRH,3,3,12,96,2,1/21,48.00,8.00,36.00,0,0,2021
286,71,Marco JansenMI,2,2,6,45,2,2/28,22.50,7.50,18.00,0,0,2021
287,72,Marcus StoinisDC,10,8,11,117,2,4/15,58.50,10.47,33.50,0,0,2021
288,73,Mohammad NabiSRH,3,3,8,86,2,4/11,43.00,10.75,24.00,0,0,2021
289,74,Mujeeb Ur RahmanSRH,1,1,4,29,2,3/27,14.50,7.25,12.00,0,0,2021
290,75,Deepak HoodaPBKS,12,7,16,136,2,2/16,68.00,8.50,48.00,0,0,2021
291,76,Fabian AllenPBKS,4,3,11,90,1,1/22,90.00,8.18,66.00,0,0,2021
292,77,Glenn PhillipsRR,3,2,2,20,1,1/17,20.00,10.00,12.00,0,0,2021
293,78,Piyush ChawlaMI,1,1,4,38,1,4/17,38.00,9.50,24.00,0,0,2021
294,79,Ishan PorelPBKS,1,1,4,39,1,1/39,39.00,9.75,24.00,0,0,2021
295,80,Daniel SamsRCB,2,2,6,39,1,1/24,39.00,6.50,36.00,0,0,2021
296,81,Ishant SharmaDC,3,3,12,97,1,5/12,97.00,8.08,72.00,0,0,2021
297,82,Kane RichardsonRCB,1,1,3,29,1,3/13,29.00,9.66,18.00,0,0,2021
298,83,KM AsifCSK,1,1,2,18,1,2/43,18.00,8.30,13.00,0,0,2021
299,84,Shahbaz NadeemSRH,1,1,4,36,1,3/16,36.00,9.00,24.00,0,0,2021
300,85,Lukman MeriwalaDC,1,1,3,32,1,1/32,32.00,10.66,18.00,0,0,2021
301,86,Mahipal LomrorRR,4,4,7,47,1,1/22,47.00,6.71,42.00,0,0,2021
302,87,Riyan ParagRR,11,6,6,73,1,1/10,73.00,11.83,37.00,0,0,2021
303,88,Murugan AshwinPBKS,3,3,11,97,1,3/21,97.00,8.81,66.00,0,0,2021
304,89,Nathan EllisPBKS,3,3,12,98,1,1/20,98.00,8.16,72.00,0,0,2021
305,1,Kagiso RabadaDC,17,17,65,548,30,4/21,18.26,8.34,13.13,2,0,2020
306,2,Jasprit BumrahMI,15,15,60,404,27,4/14,14.96,6.73,13.33,2,0,2020
307,3,Trent BoultMI,15,15,57,457,25,4/18,18.28,7.97,13.76,1,0,2020
308,4,Anrich NortjeDC,16,16,61,512,22,3/33,23.27,8.39,16.63,0,0,2020
309,5,Yuzvendra ChahalRCB,15,15,57,405,21,4/25,19.28,7.08,16.33,0,0,2020
310,6,Mohammad ShamiPBKS,14,14,53,460,20,3/15,23.00,8.57,16.10,0,0,2020
311,7,Jofra ArcherRR,14,14,55,365,20,3/15,18.25,6.55,16.70,0,0,2020
312,8,Rashid KhanSRH,16,16,64,344,20,3/19,17.20,5.37,19.20,0,0,2020
313,9,Varun ChakaravarthyKKR,13,13,52,356,17,5/20,20.94,6.84,18.35,0,1,2020
314,10,T NatarajanSRH,16,16,63,504,16,2/24,31.50,8.02,23.56,0,0,2020
315,11,Rahul ChaharMI,15,15,53,433,15,4/27,28.86,8.16,21.20,0,0,2020
316,12,Jason HolderSRH,7,7,28,233,14,4/52,16.64,8.32,12.00,0,0,2020
317,13,Sandeep SharmaSRH,13,13,52,374,14,4/20,26.71,7.19,22.28,0,0,2020
318,14,Marcus StoinisDC,17,13,29,283,13,4/15,21.76,9.53,13.69,0,0,2020
319,15,Ravichandran AshwinDC,15,15,51,391,13,4/34,30.07,7.66,23.53,0,0,2020
320,16,Sam CurranCSK,14,13,42,344,13,4/11,26.46,8.19,19.38,0,0,2020
321,17,Pat CumminsKKR,14,14,52,409,12,4/34,34.08,7.86,26.00,1,0,2020
322,18,Ravi BishnoiPBKS,14,14,51,376,12,3/24,31.33,7.37,25.50,0,0,2020
323,19,Deepak ChaharCSK,14,14,52,396,12,4/13,33.00,7.61,26.00,0,0,2020
324,20,Mohammed SirajRCB,9,9,27,236,11,4/32,21.45,8.68,14.81,0,0,2020
325,21,James PattinsonMI,10,10,35,320,11,2/19,29.09,9.01,19.36,0,0,2020
326,22,Chris MorrisRCB,9,9,31,210,11,4/23,19.09,6.63,17.27,1,0,2020
327,23,Shreyas GopalRR,14,14,50,427,10,4/16,42.70,8.54,30.00,0,0,2020
328,24,Murugan AshwinPBKS,9,9,31,235,10,3/21,23.50,7.46,18.90,0,0,2020
329,25,Shardul ThakurCSK,9,9,32,275,10,3/19,27.50,8.50,19.40,0,0,2020
330,26,Rahul TewatiaRR,14,14,46,326,10,3/18,32.60,7.08,27.60,0,0,2020
331,27,Lungi Ngidi CSK,4,4,16,167,9,4/10,18.55,10.43,10.66,0,0,2020
332,28,Kartik TyagiRR,10,10,38,367,9,2/29,40.77,9.61,25.44,0,0,2020
333,29,Arshdeep SinghPBKS,8,8,25,218,9,5/32,24.22,8.77,16.55,0,0,2020
334,30,Axar PatelDC,15,15,51,327,9,4/21,36.33,6.41,34.00,0,0,2020
335,31,Shivam MaviKKR,8,8,26,212,9,4/21,23.55,8.15,17.33,0,0,2020
336,32,Chris JordanPBKS,9,9,31,304,9,4/11,33.77,9.65,21.00,0,0,2020
337,33,Khaleel AhmedSRH,7,7,25,242,8,3/21,30.25,9.42,19.25,0,0,2020
338,34,Isuru UdanaRCB,10,10,29,282,8,2/41,35.25,9.72,21.75,0,0,2020
339,35,Washington SundarRCB,15,15,50,298,8,3/16,37.25,5.96,37.50,0,0,2020
340,36,Piyush ChawlaCSK,7,7,21,191,6,4/17,31.83,9.09,21.00,0,0,2020
341,37,Navdeep SainiRCB,13,13,45,379,6,2/24,63.16,8.29,45.66,0,0,2020
342,38,Sheldon CottrellPBKS,6,6,20,176,6,2/17,29.33,8.80,20.00,0,0,2020
343,39,Lockie FergusonKKR,5,5,20,148,6,3/15,24.66,7.46,19.83,0,0,2020
344,40,Ravindra JadejaCSK,14,13,36,318,6,5/16,53.00,8.75,36.33,0,0,2020
345,41,Krunal PandyaMI,16,16,50,380,6,3/14,63.33,7.57,50.16,0,0,2020
346,42,Dwayne BravoCSK,6,6,21,180,6,4/22,30.00,8.57,21.00,0,0,2020
347,43,Andre RussellKKR,10,7,18,175,6,5/15,29.16,9.72,18.00,0,0,2020
348,44,Shahbaz NadeemSRH,7,7,22,178,5,3/16,35.60,8.09,26.40,0,0,2020
349,45,Nathan Coulter-NileMI,7,7,26,206,5,4/14,41.20,7.92,31.20,0,0,2020
350,46,Karn SharmaCSK,5,5,19,165,5,4/16,33.00,8.68,22.80,0,0,2020
351,47,Kamlesh NagarkotiKKR,10,9,26,231,5,2/13,46.20,8.88,31.20,0,0,2020
352,48,Sunil NarineKKR,10,10,38,302,5,5/19,60.40,7.94,45.60,0,0,2020
353,49,Vijay ShankarSRH,7,5,13,82,4,2/19,20.50,6.22,19.75,0,0,2020
354,50,Shivam DubeRCB,11,5,9,73,4,2/15,18.25,8.11,13.50,0,0,2020
355,51,Kieron PollardMI,16,11,21,190,4,4/44,47.50,9.04,31.50,0,0,2020
356,52,Prasidh KrishnaKKR,6,6,17,164,4,4/30,41.00,9.37,26.25,0,0,2020
357,53,Jaydev UnadkatRR,7,7,23,228,4,5/25,57.00,9.91,34.50,0,0,2020
358,54,Bhuvneshwar KumarSRH,4,4,14,99,3,5/19,33.00,6.98,28.33,0,0,2020
359,55,Glenn MaxwellPBKS,13,7,21,169,3,2/15,56.33,8.04,42.00,0,0,2020
360,56,Harshal PatelDC,5,5,15,134,3,5/27,44.66,8.93,30.00,0,0,2020
361,57,Tom CurranRR,5,5,18,208,3,3/29,69.33,11.44,36.33,0,0,2020
362,58,Tushar DeshpandeDC,5,5,17,192,3,2/37,64.00,11.29,34.00,0,0,2020
363,59,Amit MishraDC,3,3,10,72,3,5/17,24.00,7.20,20.00,0,0,2020
364,60,Ankit RajpootRR,6,6,17,199,2,5/14,99.50,11.70,51.00,0,0,2020
365,61,Siddarth KaulSRH,1,1,4,64,2,4/29,32.00,16.00,12.00,0,0,2020
366,62,Ben StokesRR,8,6,15,154,2,3/15,77.00,10.26,45.00,0,0,2020
367,63,Adam ZampaRCB,3,3,11,92,2,6/19,46.00,8.36,33.00,0,0,2020
368,64,Abhishek SharmaSRH,8,6,10,91,2,2/4,45.50,9.10,30.00,0,0,2020
369,65,Shahbaz AhmedRCB,2,2,6,44,2,3/7,22.00,7.33,18.00,0,0,2020
370,66,Jimmy NeeshamPBKS,5,5,15,148,2,3/12,74.00,9.86,45.00,0,0,2020
371,67,Mitchell SantnerCSK,2,2,7,53,2,2/13,26.50,7.57,21.00,0,0,2020
372,68,Dale SteynRCB,3,3,11,133,1,3/11,133.00,11.40,70.00,0,0,2020
373,69,Basil ThampiSRH,1,1,4,46,1,3/29,46.00,11.50,24.00,0,0,2020
374,70,Imran TahirCSK,3,3,11,76,1,4/12,76.00,6.90,66.00,0,0,2020
375,71,Jayant YadavMI,2,2,7,43,1,1/23,43.00,6.14,42.00,0,0,2020
376,72,Andrew TyeRR,1,1,4,50,1,5/17,50.00,12.50,24.00,0,0,2020
377,73,Josh HazlewoodCSK,3,3,10,64,1,3/24,64.00,6.40,60.00,0,0,2020
378,74,Mohit SharmaDC,1,1,4,45,1,4/14,45.00,11.25,24.00,0,0,2020
379,75,Krishnappa GowthamPBKS,2,2,8,84,1,2/12,84.00,10.50,48.00,0,0,2020
380,76,Moeen AliRCB,3,3,5,42,1,3/7,42.00,8.40,30.00,0,0,2020
381,77,Kuldeep YadavKKR,5,4,12,92,1,4/20,92.00,7.66,72.00,0,0,2020
382,78,Abdul SamadSRH,12,3,7,96,1,1/41,96.00,13.71,42.00,0,0,2020
383,1,Imran TahirCSK,17,17,64,431,26,4/12,16.57,6.69,14.84,2,0,2019
384,2,Kagiso RabadaDC,12,12,47,368,25,4/21,14.72,7.82,11.28,2,0,2019
385,3,Deepak ChaharCSK,17,17,64,482,22,4/13,21.90,7.47,17.59,0,0,2019
386,4,Shreyas GopalRR,14,14,48,347,20,4/16,17.35,7.22,14.40,0,0,2019
387,5,Mohammad ShamiPBKS,14,14,54,469,19,3/15,24.68,8.68,17.05,0,0,2019
388,6,Khaleel AhmedSRH,9,9,35,287,19,3/21,15.10,8.23,11.00,0,0,2019
389,7,Jasprit BumrahMI,16,16,61,409,19,4/14,21.52,6.63,19.47,0,0,2019
390,8,Yuzvendra ChahalRCB,14,14,49,386,18,4/25,21.44,7.82,16.44,1,0,2019
391,9,Rashid KhanSRH,15,15,60,377,17,3/19,22.17,6.28,21.17,0,0,2019
392,10,Lasith MalingaMI,12,12,45,438,16,5/13,27.37,9.76,16.81,2,0,2019
393,11,Harbhajan SinghCSK,11,11,44,312,16,5/18,19.50,7.09,16.50,0,0,2019
394,12,Ravichandran AshwinPBKS,14,14,55,400,15,4/34,26.66,7.27,22.00,0,0,2019
395,13,Ravindra JadejaCSK,16,16,54,343,15,5/16,22.86,6.35,21.60,0,0,2019
396,14,Hardik PandyaMI,16,16,42,390,14,3/20,27.85,9.17,18.21,0,0,2019
397,15,Chris MorrisDC,9,9,33,306,13,4/23,23.53,9.27,15.23,0,0,2019
398,16,Rahul ChaharMI,13,13,47,308,13,4/27,23.69,6.55,21.69,0,0,2019
399,17,Ishant SharmaDC,13,13,46,349,13,5/12,26.84,7.58,21.23,0,0,2019
400,18,Bhuvneshwar KumarSRH,15,15,59,461,13,5/19,35.46,7.81,27.23,0,0,2019
401,19,Krunal PandyaMI,16,16,46,335,12,3/14,27.91,7.28,23.00,0,0,2019
402,20,Sandeep SharmaSRH,11,11,42,352,12,4/20,29.33,8.25,21.33,0,0,2019
403,21,Dwayne BravoCSK,12,12,41,330,11,4/22,30.00,8.01,22.45,0,0,2019
404,22,Amit MishraDC,11,11,40,270,11,5/17,24.54,6.75,21.81,0,0,2019
405,23,Andre RussellKKR,14,12,30,287,11,5/15,26.09,9.51,16.45,0,0,2019
406,24,Navdeep SainiRCB,13,13,48,397,11,2/24,36.09,8.27,26.18,0,0,2019
407,25,Jofra ArcherRR,11,11,43,291,11,3/15,26.45,6.76,23.45,0,0,2019
408,26,Sam CurranPBKS,9,9,33,323,10,4/11,32.30,9.78,19.80,1,0,2019
409,27,Axar PatelDC,14,14,51,364,10,4/21,36.40,7.13,30.60,0,0,2019
410,28,Piyush ChawlaKKR,13,13,44,399,10,4/17,39.90,8.96,26.70,0,0,2019
411,29,Sunil NarineKKR,12,12,44,347,10,5/19,34.70,7.82,26.60,0,0,2019
412,30,Jaydev UnadkatRR,11,11,37,398,10,5/25,39.80,10.66,22.40,0,0,2019
413,31,Keemo PaulDC,8,8,27,237,9,3/17,26.33,8.72,18.11,0,0,2019
414,32,Shardul ThakurCSK,10,9,30,281,8,3/19,35.12,9.36,22.50,0,0,2019
415,33,Mohammad NabiSRH,8,8,29,194,8,4/11,24.25,6.65,21.87,1,0,2019
416,34,Umesh YadavRCB,11,11,38,371,8,4/24,46.37,9.80,28.37,0,0,2019
417,35,Sandeep LamichhaneDC,6,6,23,210,8,3/36,26.25,9.13,17.25,0,0,2019
418,36,Mohammed SirajRCB,9,9,28,269,7,4/32,38.42,9.55,24.14,0,0,2019
419,37,Harry GurneyKKR,8,8,27,238,7,2/25,34.00,8.81,23.14,0,0,2019
420,38,Hardus ViljoenPBKS,6,6,23,222,7,2/39,31.71,9.65,19.71,0,0,2019
421,39,Siddarth KaulSRH,7,7,27,242,6,4/29,40.33,8.96,27.00,0,0,2019
422,40,Moeen AliRCB,11,9,25,169,6,3/7,28.16,6.76,25.00,0,0,2019
423,41,Alzarri Joseph MI,3,3,8,87,6,6/12,14.50,10.03,8.66,0,1,2019
424,42,Dhawal KulkarniRR,10,10,35,335,6,4/14,55.83,9.57,35.00,0,0,2019
425,43,Ben StokesRR,9,6,17,189,6,3/15,31.50,11.22,16.83,0,0,2019
426,44,Jason BehrendorffMI,5,5,19,165,5,2/22,33.00,8.68,22.80,0,0,2019
427,45,Trent BoultDC,5,5,19,163,5,4/18,32.60,8.57,22.80,0,0,2019
428,46,Oshane ThomasRR,4,4,10,79,5,2/6,15.80,7.90,12.00,0,0,2019
429,47,Murugan AshwinPBKS,10,10,34,255,5,3/21,51.00,7.50,40.80,0,0,2019
430,48,Washington SundarRCB,3,3,9,74,4,3/16,18.50,8.22,13.50,0,0,2019
431,49,Dale SteynRCB,2,2,8,69,4,3/11,17.25,8.62,12.00,0,0,2019
432,50,Ish SodhiRR,2,2,7,67,4,3/26,16.75,9.34,10.75,0,0,2019
433,51,Prasidh KrishnaKKR,11,11,40,377,4,4/30,94.25,9.34,60.50,0,0,2019
434,52,Kuldeep YadavKKR,9,9,33,286,4,4/20,71.50,8.66,49.50,0,0,2019
435,53,Mitchell SantnerCSK,4,4,14,94,4,2/13,23.50,6.71,21.00,0,0,2019
436,54,Varun AaronRR,5,5,12,116,4,3/16,29.00,9.66,18.00,0,0,2019
437,55,Mujeeb Ur RahmanPBKS,5,5,19,191,3,3/27,63.66,10.05,38.00,0,0,2019
438,56,Arshdeep SinghPBKS,3,3,10,109,3,5/32,36.33,10.90,20.00,0,0,2019
439,57,Nitish RanaKKR,14,6,8,72,3,2/11,24.00,9.00,16.00,0,0,2019
440,58,Ankit RajpootPBKS,4,4,16,152,3,5/14,50.66,9.50,32.00,0,0,2019
441,59,Pawan NegiRCB,7,4,11,102,3,4/18,34.00,9.13,22.33,0,0,2019
442,60,Andrew TyePBKS,6,6,22,233,3,5/17,77.66,10.59,44.00,0,0,2019
443,61,Mitchell McClenaghanMI,5,5,18,142,3,4/21,47.33,7.88,36.00,0,0,2019
444,62,Shakib Al HasanSRH,3,3,11,95,2,3/17,47.50,8.76,32.50,0,0,2019
445,63,Shahbaz NadeemSRH,3,3,9,90,2,3/16,45.00,10.00,27.00,0,0,2019
446,64,Scott KuggeleijnCSK,2,2,8,71,2,2/37,35.50,8.87,24.00,0,0,2019
447,65,Sandeep WarrierKKR,3,3,12,85,2,2/31,42.50,7.08,36.00,0,0,2019
448,66,Marcus StoinisRCB,10,6,16,145,2,4/15,72.50,8.70,50.00,0,0,2019
449,67,Riyan ParagRR,7,7,14,121,2,1/10,60.50,8.64,42.00,0,0,2019
450,68,Harshal PatelDC,2,2,8,77,2,5/27,38.50,9.62,24.00,0,0,2019
451,69,Rahul TewatiaDC,5,3,6,42,2,3/18,21.00,6.63,19.00,0,0,2019
452,70,Jagadeesha SuchithDC,1,1,4,28,2,2/14,14.00,7.00,12.00,0,0,2019
453,71,Lockie FergusonKKR,5,5,17,183,2,3/15,91.50,10.76,51.00,0,0,2019
454,72,Abhishek SharmaSRH,3,2,2,21,1,2/4,21.00,10.50,12.00,0,0,2019
455,73,Deepak HoodaSRH,11,2,2,21,1,2/16,21.00,10.50,12.00,0,0,2019
456,74,Vijay ShankarSRH,15,5,8,70,1,2/19,70.00,8.75,48.00,0,0,2019
457,75,Varun ChakaravarthyPBKS,1,1,3,35,1,5/20,35.00,11.66,18.00,0,0,2019
458,76,Mayank MarkandeMI,3,3,6,59,1,4/23,59.00,9.83,36.00,0,0,2019
459,77,Kulwant KhejroliyaRCB,2,2,5,47,1,2/33,47.00,9.40,30.00,0,0,2019
460,78,Krishnappa GowthamRR,7,7,20,166,1,2/12,166.00,8.30,120.00,0,0,2019
461,79,Tim SoutheeRCB,3,3,9,118,1,3/24,118.00,13.11,54.00,0,0,2019
462,80,Karn SharmaCSK,1,1,3,33,1,4/16,33.00,11.64,17.00,0,0,2019
463,81,Stuart BinnyRR,8,5,7,44,1,2/14,44.00,6.28,42.00,0,0,2019
464,82,Anukul RoyMI,1,1,2,11,1,1/11,11.00,5.50,12.00,0,0,2019
465,83,Mohit SharmaCSK,1,1,3,27,1,4/14,27.00,9.00,18.00,0,0,2019
466,84,Sherfane RutherfordDC,7,6,7,59,1,1/6,59.00,8.63,41.00,0,0,2019
467,85,Ben CuttingMI,3,1,2,27,1,2/20,27.00,13.50,12.00,0,0,2019
468,86,Jayant YadavMI,2,2,7,50,1,1/23,50.00,7.14,42.00,0,0,2019
469,87,Prithvi Raj YarraKKR,2,2,5,57,1,1/29,57.00,11.40,30.00,0,0,2019
470,1,Andrew TyePBKS,14,14,56,448,24,5/17,18.66,8.00,14.00,3,0,2018
471,2,Siddarth KaulSRH,17,17,66,547,21,4/29,26.04,8.28,18.85,0,0,2018
472,3,Rashid KhanSRH,17,17,68,458,21,3/19,21.80,6.73,19.42,0,0,2018
473,4,Umesh YadavRCB,14,14,53,418,20,4/24,20.90,7.86,15.95,0,0,2018
474,5,Hardik PandyaMI,13,13,42,381,18,3/20,21.16,8.92,14.22,0,0,2018
475,6,Trent BoultDC,14,14,52,466,18,4/18,25.88,8.84,17.55,0,0,2018
476,7,Jasprit BumrahMI,14,14,54,372,17,4/14,21.88,6.88,19.05,0,0,2018
477,8,Sunil NarineKKR,16,16,61,467,17,5/19,27.47,7.65,21.52,0,0,2018
478,9,Kuldeep YadavKKR,16,16,51,418,17,4/20,24.58,8.14,18.11,1,0,2018
479,10,Shardul ThakurCSK,13,13,46,431,16,3/19,26.93,9.23,17.50,0,0,2018
480,11,Jofra ArcherRR,10,10,39,325,15,3/15,21.66,8.36,15.53,0,0,2018
481,12,Mayank MarkandeMI,14,14,44,368,15,4/23,24.53,8.36,17.60,1,0,2018
482,13,Dwayne BravoCSK,16,16,53,533,14,4/22,38.07,9.96,22.92,0,0,2018
483,14,Mitchell McClenaghanMI,11,11,40,332,14,4/21,23.71,8.30,17.14,0,0,2018
484,15,Mujeeb Ur RahmanPBKS,11,11,41,289,14,3/27,20.64,6.99,17.71,0,0,2018
485,16,Piyush ChawlaKKR,15,15,49,412,14,4/17,29.42,8.40,21.00,0,0,2018
486,17,Shakib Al HasanSRH,17,17,57,456,14,3/17,32.57,8.00,24.42,0,0,2018
487,18,Andre RussellKKR,16,15,38,355,13,5/15,27.30,9.38,17.46,0,0,2018
488,19,Sandeep SharmaSRH,12,12,44,333,12,4/20,27.75,7.56,22.00,0,0,2018
489,20,Krunal PandyaMI,14,13,40,284,12,3/14,23.66,7.07,20.08,0,0,2018
490,21,Amit MishraDC,10,10,37,264,12,5/17,22.00,7.13,18.50,0,0,2018
491,22,Yuzvendra ChahalRCB,14,14,50,363,12,4/25,30.25,7.26,25.00,0,0,2018
492,23,Ankit RajpootPBKS,8,8,26,223,11,5/14,20.27,8.52,14.27,0,1,2018
493,24,Mohammed SirajRCB,11,11,41,367,11,4/32,33.36,8.95,22.36,0,0,2018
494,25,Lungi Ngidi CSK,7,7,26,156,11,4/10,14.18,6.00,14.18,1,0,2018
495,26,Krishnappa GowthamRR,15,15,40,312,11,2/12,28.36,7.80,21.81,0,0,2018
496,27,Ravindra JadejaCSK,16,14,41,303,11,5/16,27.54,7.39,22.36,0,0,2018
497,28,Jaydev UnadkatRR,15,15,50,486,11,5/25,44.18,9.65,27.45,0,0,2018
498,29,Shreyas GopalRR,11,10,31,236,11,4/16,21.45,7.61,16.90,1,0,2018
499,30,Deepak ChaharCSK,12,12,38,278,10,4/13,27.80,7.28,22.90,0,0,2018
500,31,Prasidh KrishnaKKR,7,7,28,260,10,4/30,26.00,9.28,16.80,1,0,2018
501,32,Ravichandran AshwinPBKS,14,14,50,410,10,4/34,41.00,8.09,30.40,0,0,2018
502,33,Ben LaughlinRR,7,7,21,211,9,2/15,23.44,10.04,14.00,0,0,2018
503,34,Bhuvneshwar KumarSRH,12,12,46,354,9,5/19,39.33,7.66,30.77,0,0,2018
504,35,Chris WoakesRCB,5,5,18,190,8,3/36,23.75,10.36,13.75,0,0,2018
505,36,Ben StokesRR,13,12,37,303,8,3/15,37.87,8.18,27.75,0,0,2018
506,37,Harshal PatelDC,5,5,17,167,7,5/27,23.85,9.54,15.00,0,0,2018
507,38,Mohit SharmaPBKS,9,9,29,322,7,4/14,46.00,10.85,25.42,0,0,2018
508,39,Mustafizur RahmanMI,7,7,27,230,7,3/16,32.85,8.36,23.57,0,0,2018
509,40,Harbhajan SinghCSK,13,12,32,270,7,5/18,38.57,8.48,27.28,0,0,2018
510,41,Imran TahirCSK,6,6,20,188,6,4/12,31.33,9.09,20.66,0,0,2018
511,42,Tom CurranKKR,5,5,10,118,6,3/29,19.66,11.60,10.16,0,0,2018
512,43,Rahul TewatiaDC,8,8,22,173,6,3/18,28.83,7.86,22.00,0,0,2018
513,44,Shane WatsonCSK,15,11,28,251,6,4/29,41.83,8.96,28.00,0,0,2018
514,45,Tim SoutheeRCB,8,8,29,261,5,3/24,52.20,9.00,34.80,0,0,2018
515,46,Sandeep LamichhaneDC,3,3,12,82,5,3/36,16.40,6.83,14.40,0,0,2018
516,47,Basil ThampiSRH,4,4,10,114,5,3/29,22.80,11.21,12.20,0,0,2018
517,48,Shivam MaviKKR,9,9,28,270,5,4/21,54.00,9.64,33.60,0,0,2018
518,49,Billy StanlakeSRH,4,4,16,130,5,2/21,26.00,8.12,19.20,0,0,2018
519,50,Carlos BrathwaiteSRH,4,4,10,94,5,3/43,18.80,9.24,12.20,0,0,2018
520,51,Glenn MaxwellDC,12,10,16,132,5,2/15,26.40,8.25,19.20,0,0,2018
521,52,Ish SodhiRR,6,6,23,135,5,3/26,27.00,5.86,27.60,0,0,2018
522,53,Dhawal KulkarniRR,8,8,20,188,4,4/14,47.00,9.47,29.75,0,0,2018
523,54,Washington SundarRCB,7,7,20,192,4,3/16,48.00,9.60,30.00,0,0,2018
524,55,Avesh KhanDC,6,6,19,204,4,3/13,51.00,10.73,28.50,0,0,2018
525,56,Nitish RanaKKR,15,5,6,44,4,2/11,11.00,7.13,9.25,0,0,2018
526,57,Barinder SranPBKS,6,6,22,229,4,3/28,57.25,10.40,33.00,0,0,2018
527,58,Dan ChristianDC,4,4,12,101,4,2/10,25.25,8.53,17.75,0,0,2018
528,59,Liam PlunkettDC,7,7,25,225,4,3/17,56.25,9.00,37.50,0,0,2018
529,60,Karn SharmaCSK,6,5,9,89,4,4/16,22.25,9.36,14.25,0,0,2018
530,61,Shahbaz NadeemDC,6,6,15,161,3,3/16,53.66,10.73,30.00,0,0,2018
531,62,Axar PatelPBKS,9,8,26,218,3,4/21,72.66,8.38,52.00,0,0,2018
532,63,Mohammad ShamiDC,4,4,14,144,3,3/15,48.00,10.40,27.66,0,0,2018
533,64,Corey AndersonRCB,3,3,8,115,3,2/18,38.33,13.26,17.33,0,0,2018
534,65,KM AsifCSK,2,2,6,75,3,2/43,25.00,12.50,12.00,0,0,2018
535,66,Moeen AliRCB,5,5,13,97,3,3/7,32.33,7.36,26.33,0,0,2018
536,67,Murugan AshwinRCB,2,2,7,53,3,3/21,17.66,7.57,14.00,0,0,2018
537,68,Marcus StoinisPBKS,7,6,11,120,3,4/15,40.00,10.90,22.00,0,0,2018
538,69,Chris MorrisDC,4,4,14,143,3,4/23,47.66,10.21,28.00,0,0,2018
539,70,Colin de GrandhommeRCB,9,7,15,129,2,3/4,64.50,8.60,45.00,0,0,2018
540,71,Vinay KumarKKR,2,2,4,65,2,4/40,32.50,16.95,11.50,0,0,2018
541,72,David WilleyCSK,3,3,10,95,2,1/24,47.50,9.50,30.00,0,0,2018
542,73,Mitchell JohnsonKKR,6,6,21,216,2,3/26,108.00,10.28,63.00,0,0,2018
543,74,Kulwant KhejroliyaRCB,3,3,11,107,2,2/33,53.50,9.87,32.50,0,0,2018
544,75,Javon SearlesKKR,4,3,7,89,2,1/24,44.50,12.71,21.00,0,0,2018
545,76,Ben CuttingMI,9,7,17,168,2,2/20,84.00,9.88,51.00,0,0,2018
546,77,Pawan NegiRCB,2,2,4,49,1,4/18,49.00,12.25,24.00,0,0,2018
547,78,D'Arcy ShortRR,7,2,3,19,1,1/10,19.00,6.33,18.00,0,0,2018
548,79,Anureet SinghRR,3,3,4,42,1,3/23,42.00,10.50,24.00,0,0,2018
549,80,Vijay ShankarDC,13,4,5,58,1,2/19,58.00,11.60,30.00,0,0,2018
550,81,Yusuf PathanSRH,15,1,2,14,1,3/20,14.00,7.00,12.00,0,0,2018
551,82,Mohammad NabiSRH,2,2,5,47,1,4/11,47.00,9.40,30.00,0,0,2018
552,1,Bhuvneshwar KumarSRH,14,14,52,369,26,5/19,14.19,7.05,12.07,0,1,2017
553,2,Jaydev UnadkatRPS,12,12,46,322,24,5/25,13.41,7.02,11.45,0,1,2017
554,3,Jasprit BumrahMI,16,16,59,439,20,4/14,21.95,7.39,17.80,0,0,2017
555,4,Mitchell McClenaghanMI,14,14,54,507,19,4/21,26.68,9.38,17.05,0,0,2017
556,5,Imran TahirRPS,12,12,47,369,18,4/12,20.50,7.85,15.66,0,0,2017
557,6,Chris WoakesKKR,13,13,44,386,17,3/36,22.70,8.77,15.52,0,0,2017
558,7,Rashid KhanSRH,14,14,54,358,17,3/19,21.05,6.62,19.05,0,0,2017
559,8,Sandeep SharmaPBKS,13,13,48,398,17,4/20,23.41,8.29,16.94,1,0,2017
560,9,Umesh YadavKKR,14,14,48,410,17,4/24,24.11,8.45,17.11,1,0,2017
